discount_id,sls_ord_num
D002,SO48713
D004,SO48714
D002,SO48715
D004,SO48716
D003,SO48717
D002,SO48718
D003,SO48719
D002,SO48720
D003,SO48721
D004,SO48722
D003,SO48723
D004,SO48724
D002,SO48725
D003,SO48726
D003,SO48727
D003,SO48728
D002,SO48729
D004,SO48795
D003,SO48796
D002,SO48797
D003,SO48798
D005,SO48799
D005,SO48800
D004,SO48801
D004,SO48802
D004,SO48803
D002,SO48804
D003,SO48805
D001,SO48806
D002,SO48807
D002,SO48808
D002,SO48809
D003,SO48810
D001,SO48811
D001,SO48812
D003,SO48813
D004,SO48814
D004,SO48815
D005,SO48816
D004,SO48817
D002,SO48818
D001,SO48819
D003,SO48820
D005,SO48821
D005,SO48822
D001,SO48823
D002,SO48824
D001,SO48825
D005,SO48826
D004,SO48827
D003,SO48828
D003,SO48829
D005,SO48830
D002,SO48831
D001,SO48832
D004,SO48833
D002,SO48834
D001,SO48835
D005,SO48836
D001,SO48837
D001,SO48838
D003,SO48839
D004,SO48840
D005,SO48841
D001,SO48842
D004,SO48843
D001,SO48844
D003,SO48845
D004,SO48846
D002,SO48847
D002,SO48848
D004,SO48849
D005,SO48850
D003,SO48851
D003,SO48852
D004,SO48853
D002,SO48854
D004,SO48855
D002,SO48856
D003,SO48857
D002,SO48858
D001,SO48859
D005,SO48860
D003,SO48861
D004,SO48862
D005,SO48863
D002,SO48864
D001,SO48865
D003,SO48866
D003,SO48867
D003,SO48868
D001,SO48869
D004,SO48870
D004,SO48871
D003,SO48872
D003,SO48873
D003,SO48874
D005,SO48875
D002,SO48876
D002,SO48877
D001,SO48878
D005,SO48879
D005,SO48880
D001,SO48881
D005,SO48882
D001,SO48883
D005,SO48884
D005,SO48885
D003,SO48886
D003,SO48887
D001,SO48888
D003,SO48889
D003,SO48890
D005,SO48891
D002,SO48892
D003,SO48893
D003,SO48894
D004,SO48895
D001,SO48896
D002,SO48897
D001,SO48898
D001,SO48899
D003,SO48900
D001,SO48901
D005,SO48902
D002,SO48903
D001,SO48904
D005,SO48905
D005,SO48906
D005,SO48907
D004,SO48908
D004,SO48909
D003,SO48910
D003,SO48911
D002,SO48912
D002,SO48913
D003,SO48914
D001,SO48915
D003,SO48916
D004,SO48917
D002,SO48918
D003,SO48919
D003,SO48920
D005,SO48921
D003,SO48922
D003,SO48923
D005,SO48924
D002,SO48925
D002,SO48926
D003,SO48927
D005,SO48928
D002,SO48929
D005,SO48930
D001,SO48931
D004,SO48932
D002,SO48933
D004,SO48934
D004,SO48935
D004,SO48936
D005,SO48937
D004,SO48938
D003,SO48939
D001,SO48940
D002,SO48941
D003,SO48942
D001,SO48943
D002,SO48944
D001,SO48945
D004,SO48946
D001,SO48947
D002,SO48948
D003,SO48949
D005,SO48950
D001,SO48951
D003,SO48952
D004,SO48953
D005,SO48954
D004,SO48955
D005,SO48956
D002,SO48957
D001,SO48958
D003,SO48959
D002,SO48960
D002,SO48961
D001,SO48962
D004,SO48963
D004,SO48964
D004,SO48965
D001,SO48966
D005,SO48967
D004,SO48968
D001,SO48969
D002,SO48970
D001,SO48971
D004,SO48972
D002,SO48973
D001,SO48974
D001,SO48975
D003,SO48976
D004,SO48977
D005,SO48978
D005,SO48979
D003,SO48980
D001,SO48981
D002,SO48982
D001,SO48983
D002,SO48984
D005,SO48985
D004,SO48986
D004,SO48987
D001,SO48988
D005,SO48989
D001,SO48990
D001,SO48991
D002,SO48992
D002,SO48993
D003,SO48994
D004,SO48995
D001,SO48996
D001,SO48997
D005,SO48998
D005,SO48999
D003,SO49000
D001,SO49001
D003,SO49002
D002,SO49003
D002,SO49004
D003,SO49005
D003,SO49006
D002,SO49007
D002,SO49008
D005,SO49009
D001,SO49010
D001,SO49011
D003,SO49012
D001,SO49013
D005,SO49014
D005,SO49015
D002,SO49016
D005,SO49017
D004,SO49018
D005,SO49019
D005,SO49020
D005,SO49021
D002,SO49022
D004,SO49023
D005,SO49024
D005,SO49025
D004,SO49026
D004,SO49027
D005,SO49028
D004,SO49029
D003,SO49030
D001,SO49031
D001,SO49032
D002,SO49033
D001,SO49034
D002,SO49035
D002,SO49036
D001,SO49037
D003,SO49038
D003,SO49171
D003,SO49172
D001,SO49173
D005,SO49174
D005,SO49175
D001,SO49176
D002,SO49177
D002,SO49178
D002,SO49179
D001,SO49180
D003,SO49181
D001,SO49182
D002,SO49183
D004,SO49184
D004,SO49185
D004,SO49186
D002,SO49187
D003,SO49188
D004,SO49189
D002,SO49190
D003,SO49191
D004,SO49192
D003,SO49193
D005,SO49194
D001,SO49195
D005,SO49196
D001,SO49197
D001,SO49198
D002,SO49199
D004,SO49200
D001,SO49201
D002,SO49202
D005,SO49203
D003,SO49204
D004,SO49205
D002,SO49206
D005,SO49207
D003,SO49208
D005,SO49209
D002,SO49210
D005,SO49211
D001,SO49212
D003,SO49213
D003,SO49214
D005,SO49215
D002,SO49216
D003,SO49217
D002,SO49218
D005,SO49219
D005,SO49220
D005,SO49221
D005,SO49222
D003,SO49223
D003,SO49224
D003,SO49225
D002,SO49226
D005,SO49227
D004,SO49228
D004,SO49229
D005,SO49230
D002,SO49231
D003,SO49232
D002,SO49233
D004,SO49234
D003,SO49235
D002,SO49236
D005,SO49237
D001,SO49238
D002,SO49239
D004,SO49240
D002,SO49241
D001,SO49242
D004,SO49243
D003,SO49244
D002,SO49245
D003,SO49246
D002,SO49247
D003,SO49248
D001,SO49249
D002,SO49250
D004,SO49251
D004,SO49252
D001,SO49253
D003,SO49254
D002,SO49255
D004,SO49256
D004,SO49257
D005,SO49258
D004,SO49259
D005,SO49260
D004,SO49261
D005,SO49262
D005,SO49263
D004,SO49264
D005,SO49265
D005,SO49266
D004,SO49267
D005,SO49268
D002,SO49269
D003,SO49270
D003,SO49271
D001,SO49272
D005,SO49273
D004,SO49274
D002,SO49275
D005,SO49276
D004,SO49277
D003,SO49278
D001,SO49279
D001,SO49280
D005,SO49281
D004,SO49282
D001,SO49283
D001,SO49284
D002,SO49285
D003,SO49286
D003,SO49287
D001,SO49288
D004,SO49289
D003,SO49290
D005,SO49291
D001,SO49292
D001,SO49293
D003,SO49294
D003,SO49295
D004,SO49296
D004,SO49297
D004,SO49298
D005,SO49299
D002,SO49300
D003,SO49301
D001,SO49302
D001,SO49303
D001,SO49304
D002,SO49305
D004,SO49306
D005,SO49307
D004,SO49308
D004,SO49309
D003,SO49310
D003,SO49311
D005,SO49312
D001,SO49313
D005,SO49314
D002,SO49315
D002,SO49316
D001,SO49317
D001,SO49318
D005,SO49319
D005,SO49320
D005,SO49321
D002,SO49322
D003,SO49323
D005,SO49324
D002,SO49325
D001,SO49326
D004,SO49327
D001,SO49328
D002,SO49329
D003,SO49330
D002,SO49331
D005,SO49332
D001,SO49333
D005,SO49334
D001,SO49335
D002,SO49336
D001,SO49337
D005,SO49338
D003,SO49339
D001,SO49340
D001,SO49341
D003,SO49342
D001,SO49343
D004,SO49344
D002,SO49345
D005,SO49346
D005,SO49347
D001,SO49348
D002,SO49349
D002,SO49350
D004,SO49351
D003,SO49352
D005,SO49353
D005,SO49354
D005,SO49355
D001,SO49356
D001,SO49357
D005,SO49358
D002,SO49359
D004,SO49360
D001,SO49361
D003,SO49362
D003,SO49363
D002,SO49364
D002,SO49365
D002,SO49366
D001,SO49367
D004,SO49368
D003,SO49369
D002,SO49370
D003,SO49371
D005,SO49372
D002,SO49373
D004,SO49374
D005,SO49375
D001,SO49376
D003,SO49377
D002,SO49378
D005,SO49379
D004,SO49380
D002,SO49381
D002,SO49382
D004,SO49383
D002,SO49384
D005,SO49385
D002,SO49386
D003,SO49387
D002,SO49388
D003,SO49389
D002,SO49390
D003,SO49391
D003,SO49392
D001,SO49393
D001,SO49394
D005,SO49395
D003,SO49396
D001,SO49397
D001,SO49398
D003,SO49399
D003,SO49400
D003,SO49401
D005,SO49402
D002,SO49403
D002,SO49404
D003,SO49405
D003,SO49406
D001,SO49407
D001,SO49408
D003,SO49409
D001,SO49410
D005,SO49411
D005,SO49412
D003,SO49413
D003,SO49414
D003,SO49415
D003,SO49416
D004,SO49417
D003,SO49418
D003,SO49419
D005,SO49420
D004,SO49421
D003,SO49422
D001,SO49423
D003,SO49424
D002,SO49425
D005,SO49426
D001,SO49427
D003,SO49428
D005,SO49429
D004,SO49430
D004,SO49431
D005,SO49432
D002,SO49433
D005,SO49434
D002,SO49435
D004,SO49436
D002,SO49437
D004,SO49438
D003,SO49439
D005,SO49440
D001,SO49441
D002,SO49442
D003,SO49549
D003,SO49550
D005,SO49551
D005,SO49552
D002,SO49553
D002,SO49554
D002,SO49555
D004,SO49556
D001,SO49557
D003,SO49558
D002,SO49559
D003,SO49560
D001,SO49561
D002,SO49562
D003,SO49563
D005,SO49564
D005,SO49565
D001,SO49566
D001,SO49567
D004,SO49568
D003,SO49569
D002,SO49570
D003,SO49571
D002,SO49572
D005,SO49573
D005,SO49574
D005,SO49575
D002,SO49576
D002,SO49577
D001,SO49578
D001,SO49579
D005,SO49580
D005,SO49581
D001,SO49582
D004,SO49583
D005,SO49584
D005,SO49585
D003,SO49586
D004,SO49587
D002,SO49588
D001,SO49589
D004,SO49590
D004,SO49591
D003,SO49592
D001,SO49593
D004,SO49594
D002,SO49595
D002,SO49596
D003,SO49597
D002,SO49598
D004,SO49599
D005,SO49600
D004,SO49601
D003,SO49602
D004,SO49603
D002,SO49604
D003,SO49605
D005,SO49606
D005,SO49607
D001,SO49608
D003,SO49609
D001,SO49610
D003,SO49611
D002,SO49612
D003,SO49613
D004,SO49614
D004,SO49615
D002,SO49616
D004,SO49617
D004,SO49618
D002,SO49619
D002,SO49620
D002,SO49621
D003,SO49622
D003,SO49623
D004,SO49624
D005,SO49625
D002,SO49626
D003,SO49627
D001,SO49628
D001,SO49629
D003,SO49630
D004,SO49631
D001,SO49632
D005,SO49633
D005,SO49634
D004,SO49635
D001,SO49636
D001,SO49637
D005,SO49638
D003,SO49639
D004,SO49640
D003,SO49641
D001,SO49642
D001,SO49643
D002,SO49644
D003,SO49645
D004,SO49646
D003,SO49647
D004,SO49648
D005,SO49649
D004,SO49650
D003,SO49651
D001,SO49652
D003,SO49653
D002,SO49654
D005,SO49655
D004,SO49656
D004,SO49657
D003,SO49658
D003,SO49659
D004,SO49660
D002,SO49661
D002,SO49662
D005,SO49663
D005,SO49664
D005,SO49665
D004,SO49666
D004,SO49667
D004,SO49668
D004,SO49669
D003,SO49670
D004,SO49671
D003,SO49672
D003,SO49673
D002,SO49674
D003,SO49675
D005,SO49676
D005,SO49677
D005,SO49678
D005,SO49679
D001,SO49680
D005,SO49681
D004,SO49682
D003,SO49683
D003,SO49684
D002,SO49685
D002,SO49686
D003,SO49687
D003,SO49688
D004,SO49689
D005,SO49690
D001,SO49691
D003,SO49692
D004,SO49693
D003,SO49694
D003,SO49695
D004,SO49696
D003,SO49697
D005,SO49698
D002,SO49699
D002,SO49700
D004,SO49701
D002,SO49702
D002,SO49703
D002,SO49704
D002,SO49705
D002,SO49706
D002,SO49707
D004,SO49708
D002,SO49709
D005,SO49710
D004,SO49711
D003,SO49712
D005,SO49713
D001,SO49714
D002,SO49715
D002,SO49716
D002,SO49717
D003,SO49718
D004,SO49719
D002,SO49720
D005,SO49721
D002,SO49722
D005,SO49723
D002,SO49724
D005,SO49725
D001,SO49726
D001,SO49727
D005,SO49728
D001,SO49729
D004,SO49730
D004,SO49731
D005,SO49732
D002,SO49733
D003,SO49734
D005,SO49735
D003,SO49736
D005,SO49737
D004,SO49738
D002,SO49739
D001,SO49740
D002,SO49741
D004,SO49742
D002,SO49743
D004,SO49744
D004,SO49745
D002,SO49746
D001,SO49747
D001,SO49748
D002,SO49749
D004,SO49750
D004,SO49751
D002,SO49752
D005,SO49753
D005,SO49754
D001,SO49755
D001,SO49756
D001,SO49757
D004,SO49758
D002,SO49759
D001,SO49760
D005,SO49761
D002,SO49762
D002,SO49763
D002,SO49764
D003,SO49765
D004,SO49766
D002,SO49767
D002,SO49768
D003,SO49769
D001,SO49770
D001,SO49771
D002,SO49772
D003,SO49773
D002,SO49774
D001,SO49775
D001,SO49776
D004,SO49777
D004,SO49778
D002,SO49779
D002,SO49780
D002,SO49781
D005,SO49782
D004,SO49783
D003,SO49784
D002,SO49785
D004,SO49786
D002,SO49787
D003,SO49788
D001,SO49789
D004,SO49790
D004,SO49791
D002,SO49792
D002,SO49793
D005,SO49794
D004,SO49795
D003,SO49796
D001,SO49797
D005,SO49798
D004,SO49799
D001,SO49800
D003,SO49801
D003,SO49802
D004,SO49803
D003,SO49804
D004,SO49805
D004,SO49806
D001,SO49807
D001,SO49808
D004,SO49809
D002,SO49810
D004,SO49811
D004,SO49812
D001,SO49813
D005,SO49814
D005,SO49815
D004,SO49816
D005,SO49817
D005,SO49818
D002,SO49819
D001,SO49820
D002,SO49895
D002,SO49896
D005,SO49897
D003,SO49898
D004,SO49899
D002,SO49900
D003,SO49901
D005,SO49902
D001,SO49903
D005,SO49904
D005,SO49905
D004,SO49906
D005,SO49907
D003,SO49908
D004,SO49909
D004,SO49910
D001,SO49911
D001,SO49912
D002,SO49913
D005,SO49914
D003,SO49915
D004,SO49916
D002,SO49917
D005,SO49918
D003,SO49919
D004,SO49920
D004,SO49921
D005,SO49922
D002,SO49923
D001,SO49924
D005,SO49925
D002,SO49926
D003,SO49927
D001,SO49928
D004,SO49929
D004,SO49930
D004,SO49931
D005,SO49932
D001,SO49933
D005,SO49934
D002,SO49935
D005,SO49936
D002,SO49937
D001,SO49938
D002,SO49939
D004,SO49940
D004,SO49941
D003,SO49942
D005,SO49943
D002,SO49944
D002,SO49945
D005,SO49946
D003,SO49947
D001,SO49948
D003,SO49949
D003,SO49950
D004,SO49951
D003,SO49952
D005,SO49953
D005,SO49954
D003,SO49955
D004,SO49956
D003,SO49957
D005,SO49958
D003,SO49959
D003,SO49960
D001,SO49961
D001,SO49962
D002,SO49963
D001,SO49964
D001,SO49965
D003,SO49966
D001,SO49967
D001,SO49968
D004,SO49969
D003,SO49970
D005,SO49971
D003,SO49972
D003,SO49973
D001,SO49974
D003,SO49975
D002,SO49976
D004,SO49977
D004,SO49978
D003,SO49979
D003,SO49980
D001,SO49981
D005,SO49982
D001,SO49983
D002,SO49984
D002,SO49985
D004,SO49986
D002,SO49987
D005,SO49988
D004,SO49989
D005,SO49990
D001,SO49991
D005,SO49992
D004,SO49993
D003,SO49994
D002,SO49995
D003,SO49996
D002,SO49997
D005,SO49998
D003,SO49999
D001,SO50000
D001,SO50001
D003,SO50002
D004,SO50003
D005,SO50004
D004,SO50005
D001,SO50006
D004,SO50007
D005,SO50008
D002,SO50009
D003,SO50010
D005,SO50011
D003,SO50012
D002,SO50013
D002,SO50014
D003,SO50015
D004,SO50016
D005,SO50017
D003,SO50018
D003,SO50019
D001,SO50020
D004,SO50021
D002,SO50022
D001,SO50023
D001,SO50024
D005,SO50025
D002,SO50026
D002,SO50027
D002,SO50028
D002,SO50029
D001,SO50030
D001,SO50031
D001,SO50032
D001,SO50033
D004,SO50034
D001,SO50035
D004,SO50036
D004,SO50037
D001,SO50038
D001,SO50039
D003,SO50040
D004,SO50041
D003,SO50042
D001,SO50043
D003,SO50044
D004,SO50045
D003,SO50046
D005,SO50047
D003,SO50048
D004,SO50049
D001,SO50050
D005,SO50051
D001,SO50052
D002,SO50053
D002,SO50054
D003,SO50055
D004,SO50056
D001,SO50057
D003,SO50058
D005,SO50059
D003,SO50060
D001,SO50061
D003,SO50062
D002,SO50063
D003,SO50064
D004,SO50065
D001,SO50066
D003,SO50067
D002,SO50068
D004,SO50069
D003,SO50070
D003,SO50071
D005,SO50072
D002,SO50073
D002,SO50074
D001,SO50075
D002,SO50076
D004,SO50077
D004,SO50078
D003,SO50079
D003,SO50080
D003,SO50081
D005,SO50082
D005,SO50083
D005,SO50084
D002,SO50085
D003,SO50086
D001,SO50087
D005,SO50088
D002,SO50089
D002,SO50090
D004,SO50091
D002,SO50092
D001,SO50093
D005,SO50094
D004,SO50095
D002,SO50096
D003,SO50097
D003,SO50098
D004,SO50099
D001,SO50100
D004,SO50101
D005,SO50102
D005,SO50103
D001,SO50104
D003,SO50105
D004,SO50106
D002,SO50107
D004,SO50108
D002,SO50109
D002,SO50110
D005,SO50111
D005,SO50112
D002,SO50113
D004,SO50114
D002,SO50115
D004,SO50116
D002,SO50117
D001,SO50118
D004,SO50119
D002,SO50120
D002,SO50121
D003,SO50122
D005,SO50123
D001,SO50124
D004,SO50125
D005,SO50126
D002,SO50127
D002,SO50128
D003,SO50129
D002,SO50130
D002,SO50131
D001,SO50132
D003,SO50133
D003,SO50134
D002,SO50135
D003,SO50136
D005,SO50137
D002,SO50138
D001,SO50139
D004,SO50140
D004,SO50141
D004,SO50142
D001,SO50143
D005,SO50144
D003,SO50145
D004,SO50146
D004,SO50147
D005,SO50148
D001,SO50149
D004,SO50150
D005,SO50151
D001,SO50152
D004,SO50153
D003,SO50154
D001,SO50155
D003,SO50156
D001,SO50157
D003,SO50158
D003,SO50159
D002,SO50160
D001,SO50161
D004,SO50162
D003,SO50163
D001,SO50164
D002,SO50165
D003,SO50166
D005,SO50167
D002,SO50168
D001,SO50169
D001,SO50170
D003,SO50171
D004,SO50172
D005,SO50173
D003,SO50174
D002,SO50175
D004,SO50176
D004,SO50177
D002,SO50178
D002,SO50179
D005,SO50180
D001,SO50181
D003,SO50182
D003,SO50183
D003,SO50184
D001,SO50185
D005,SO50186
D005,SO50187
D002,SO50188
D004,SO50323
D004,SO50324
D004,SO50325
D002,SO50326
D002,SO50327
D005,SO50328
D005,SO50329
D005,SO50330
D002,SO50331
D003,SO50332
D005,SO50333
D002,SO50334
D004,SO50335
D002,SO50336
D004,SO50337
D005,SO50338
D002,SO50339
D004,SO50340
D001,SO50341
D004,SO50342
D004,SO50343
D005,SO50344
D002,SO50345
D003,SO50346
D005,SO50347
D005,SO50348
D002,SO50349
D005,SO50350
D003,SO50351
D003,SO50352
D001,SO50353
D003,SO50354
D004,SO50355
D002,SO50356
D003,SO50357
D003,SO50358
D004,SO50359
D005,SO50360
D004,SO50361
D001,SO50362
D004,SO50363
D002,SO50364
D004,SO50365
D002,SO50366
D002,SO50367
D002,SO50368
D003,SO50369
D004,SO50370
D001,SO50371
D004,SO50372
D001,SO50373
D005,SO50374
D003,SO50375
D003,SO50376
D001,SO50377
D005,SO50378
D004,SO50379
D002,SO50380
D003,SO50381
D001,SO50382
D002,SO50383
D004,SO50384
D001,SO50385
D002,SO50386
D005,SO50387
D003,SO50388
D002,SO50389
D003,SO50390
D001,SO50391
D003,SO50392
D005,SO50393
D001,SO50394
D002,SO50395
D002,SO50396
D005,SO50397
D003,SO50398
D003,SO50399
D005,SO50400
D002,SO50401
D002,SO50402
D002,SO50403
D002,SO50404
D001,SO50405
D001,SO50406
D002,SO50407
D005,SO50408
D005,SO50409
D005,SO50410
D003,SO50411
D005,SO50412
D003,SO50413
D004,SO50414
D004,SO50415
D002,SO50416
D003,SO50417
D004,SO50418
D002,SO50419
D002,SO50420
D005,SO50421
D005,SO50422
D004,SO50423
D004,SO50424
D003,SO50425
D003,SO50426
D005,SO50427
D002,SO50428
D001,SO50429
D004,SO50430
D003,SO50431
D005,SO50432
D004,SO50433
D003,SO50434
D003,SO50435
D004,SO50436
D002,SO50437
D004,SO50438
D001,SO50439
D002,SO50440
D005,SO50441
D002,SO50442
D001,SO50443
D004,SO50444
D004,SO50445
D001,SO50446
D005,SO50447
D001,SO50448
D005,SO50449
D003,SO50450
D004,SO50451
D004,SO50452
D003,SO50453
D005,SO50454
D004,SO50455
D005,SO50456
D003,SO50457
D002,SO50458
D003,SO50459
D004,SO50460
D003,SO50461
D005,SO50462
D003,SO50463
D001,SO50464
D001,SO50465
D003,SO50466
D001,SO50467
D003,SO50468
D001,SO50469
D005,SO50470
D001,SO50471
D001,SO50472
D005,SO50473
D003,SO50474
D004,SO50475
D004,SO50476
D005,SO50477
D002,SO50478
D004,SO50479
D001,SO50480
D005,SO50481
D001,SO50482
D005,SO50483
D002,SO50484
D001,SO50485
D001,SO50486
D005,SO50487
D004,SO50488
D002,SO50489
D003,SO50490
D001,SO50491
D005,SO50492
D001,SO50493
D001,SO50494
D001,SO50495
D001,SO50496
D003,SO50497
D004,SO50498
D003,SO50499
D004,SO50500
D003,SO50501
D005,SO50502
D003,SO50503
D003,SO50504
D003,SO50505
D002,SO50506
D003,SO50507
D004,SO50508
D003,SO50509
D005,SO50510
D005,SO50511
D005,SO50512
D004,SO50513
D004,SO50514
D005,SO50515
D004,SO50516
D005,SO50517
D001,SO50518
D005,SO50519
D005,SO50520
D004,SO50521
D003,SO50522
D005,SO50523
D005,SO50524
D003,SO50525
D002,SO50526
D004,SO50527
D002,SO50528
D003,SO50529
D001,SO50530
D002,SO50531
D004,SO50532
D003,SO50533
D003,SO50534
D005,SO50535
D004,SO50536
D002,SO50537
D001,SO50538
D001,SO50539
D005,SO50540
D001,SO50541
D004,SO50542
D002,SO50543
D004,SO50544
D003,SO50545
D003,SO50546
D004,SO50547
D004,SO50548
D004,SO50549
D001,SO50550
D004,SO50551
D005,SO50552
D002,SO50553
D002,SO50554
D002,SO50555
D002,SO50556
D004,SO50557
D001,SO50558
D002,SO50559
D002,SO50560
D002,SO50561
D001,SO50562
D004,SO50563
D002,SO50564
D003,SO50565
D001,SO50566
D003,SO50567
D005,SO50568
D002,SO50569
D003,SO50570
D001,SO50571
D002,SO50572
D004,SO50573
D002,SO50574
D002,SO50575
D004,SO50576
D005,SO50577
D002,SO50578
D003,SO50579
D005,SO50580
D002,SO50581
D003,SO50582
D004,SO50583
D004,SO50584
D005,SO50585
D001,SO50586
D003,SO50587
D001,SO50588
D001,SO50589
D003,SO50590
D003,SO50591
D003,SO50592
D004,SO50593
D003,SO50594
D004,SO50595
D005,SO50596
D004,SO50597
D005,SO50598
D001,SO50599
D002,SO50600
D005,SO50601
D005,SO50602
D001,SO50603
D003,SO50604
D002,SO50605
D004,SO50606
D003,SO50607
D005,SO50608
D001,SO50609
D004,SO50610
D003,SO50611
D004,SO50612
D004,SO50613
D002,SO50614
D005,SO50615
D002,SO50616
D002,SO50617
D001,SO50618
D004,SO50619
D004,SO50620
D004,SO50621
D001,SO50622
D005,SO50623
D005,SO50624
D001,SO50625
D005,SO50626
D002,SO50627
D002,SO50628
D003,SO50629
D001,SO50630
D003,SO50631
D001,SO50632
D003,SO50633
D005,SO50634
D004,SO50635
D002,SO50636
D005,SO50637
D005,SO50638
D005,SO50639
D003,SO50640
D002,SO50641
D003,SO50642
D002,SO50643
D003,SO50644
D002,SO50645
D001,SO50646
D003,SO50647
D005,SO50648
D004,SO50649
D005,SO50650
D003,SO50651
D005,SO50652
D001,SO50653
D003,SO50654
D003,SO50655
D003,SO50656
D001,SO50657
D001,SO50760
D005,SO50761
D005,SO50762
D004,SO50763
D004,SO50764
D005,SO50765
D002,SO50766
D001,SO50767
D004,SO50768
D004,SO50769
D005,SO50770
D001,SO50771
D001,SO50772
D004,SO50773
D004,SO50774
D005,SO50775
D002,SO50776
D002,SO50777
D002,SO50778
D003,SO50779
D004,SO50780
D001,SO50781
D005,SO50782
D003,SO50783
D001,SO50784
D004,SO50785
D001,SO50786
D004,SO50787
D005,SO50788
D001,SO50789
D003,SO50790
D001,SO50791
D001,SO50792
D004,SO50793
D002,SO50794
D003,SO50795
D003,SO50796
D003,SO50797
D001,SO50798
D002,SO50799
D002,SO50800
D001,SO50801
D005,SO50802
D002,SO50803
D001,SO50804
D005,SO50805
D002,SO50806
D005,SO50807
D002,SO50808
D003,SO50809
D004,SO50810
D003,SO50811
D004,SO50812
D004,SO50813
D001,SO50814
D003,SO50815
D003,SO50816
D004,SO50817
D002,SO50818
D002,SO50819
D003,SO50820
D001,SO50821
D003,SO50822
D004,SO50823
D005,SO50824
D001,SO50825
D005,SO50826
D003,SO50827
D002,SO50828
D002,SO50829
D003,SO50830
D002,SO50831
D002,SO50832
D001,SO50833
D001,SO50834
D001,SO50835
D003,SO50836
D004,SO50837
D002,SO50838
D003,SO50839
D004,SO50840
D001,SO50841
D002,SO50842
D001,SO50843
D002,SO50844
D005,SO50845
D001,SO50846
D005,SO50847
D002,SO50848
D003,SO50849
D003,SO50850
D001,SO50851
D005,SO50852
D002,SO50853
D001,SO50854
D003,SO50855
D001,SO50856
D004,SO50857
D005,SO50858
D003,SO50859
D003,SO50860
D004,SO50861
D004,SO50862
D004,SO50863
D001,SO50864
D002,SO50865
D001,SO50866
D002,SO50867
D003,SO50868
D004,SO50869
D004,SO50870
D004,SO50871
D003,SO50872
D002,SO50873
D002,SO50874
D002,SO50875
D004,SO50876
D004,SO50877
D003,SO50878
D001,SO50879
D002,SO50880
D005,SO50881
D001,SO50882
D005,SO50883
D002,SO50884
D005,SO50885
D004,SO50886
D004,SO50887
D003,SO50888
D004,SO50889
D001,SO50890
D001,SO50891
D003,SO50892
D003,SO50893
D003,SO50894
D003,SO50895
D004,SO50896
D005,SO50897
D001,SO50898
D004,SO50899
D004,SO50900
D005,SO50901
D001,SO50902
D003,SO50903
D005,SO50904
D002,SO50905
D001,SO50906
D001,SO50907
D005,SO50908
D004,SO50909
D004,SO50910
D002,SO50911
D004,SO50912
D005,SO50913
D005,SO50914
D002,SO50915
D002,SO50916
D003,SO50917
D002,SO50918
D002,SO50919
D005,SO50920
D001,SO50921
D004,SO50922
D002,SO50923
D002,SO50924
D004,SO50925
D004,SO50926
D005,SO50927
D005,SO50928
D003,SO50929
D005,SO50930
D004,SO50931
D002,SO50932
D003,SO50933
D002,SO50934
D002,SO50935
D003,SO50936
D005,SO50937
D001,SO50938
D005,SO50939
D002,SO50940
D001,SO50941
D004,SO50942
D005,SO50943
D005,SO50944
D004,SO50945
D002,SO50946
D004,SO50947
D005,SO50948
D003,SO50949
D002,SO50950
D004,SO50951
D005,SO50952
D005,SO50953
D005,SO50954
D001,SO50955
D003,SO50956
D003,SO50957
D005,SO50958
D004,SO50959
D004,SO50960
D001,SO50961
D004,SO50962
D001,SO50963
D001,SO50964
D001,SO50965
D005,SO50966
D002,SO50967
D002,SO50968
D005,SO50969
D001,SO50970
D004,SO50971
D005,SO50972
D003,SO50973
D003,SO50974
D005,SO50975
D004,SO50976
D003,SO50977
D003,SO50978
D001,SO50979
D004,SO50980
D004,SO50981
D005,SO50982
D004,SO50983
D002,SO50984
D005,SO50985
D004,SO50986
D003,SO50987
D004,SO50988
D005,SO50989
D003,SO50990
D002,SO50991
D003,SO50992
D003,SO50993
D003,SO50994
D005,SO50995
D001,SO50996
D003,SO50997
D001,SO50998
D004,SO50999
D004,SO51000
D001,SO51001
D003,SO51002
D005,SO51003
D003,SO51004
D001,SO51005
D002,SO51006
D004,SO51007
D005,SO51008
D004,SO51009
D002,SO51010
D005,SO51011
D004,SO51012
D002,SO51013
D001,SO51014
D004,SO51015
D002,SO51016
D004,SO51017
D005,SO51018
D004,SO51019
D004,SO51020
D004,SO51021
D002,SO51022
D001,SO51023
D003,SO51024
D003,SO51025
D002,SO51026
D001,SO51027
D004,SO51028
D002,SO51029
D004,SO51030
D005,SO51031
D004,SO51032
D004,SO51033
D003,SO51034
D005,SO51035
D003,SO51036
D005,SO51037
D001,SO51038
D004,SO51039
D004,SO51040
D003,SO51041
D003,SO51042
D003,SO51043
D004,SO51044
D003,SO51045
D003,SO51046
D005,SO51047
D003,SO51048
D004,SO51049
D002,SO51050
D004,SO51051
D005,SO51052
D004,SO51053
D004,SO51054
D005,SO51055
D002,SO51056
D004,SO51057
D003,SO51058
D005,SO51059
D001,SO51060
D002,SO51061
D002,SO51062
D004,SO51063
D004,SO51064
D001,SO51065
D003,SO51066
D004,SO51067
D001,SO51068
D003,SO51069
D001,SO51070
D005,SO51071
D004,SO51072
D001,SO51073
